"filepath","location","filesize_in_Gb","readme","giab_id","biosample","trio","dna_id","failed_filters","passed_filters","snps","mnps","insertions","deletions","indels","same_as_reference","phased_genotypes","snp transitions/transversions","hethom_ratio","insertion/deletion ratio","indel/snp+mnp ratio","breakends","symbolic svs","symbolic sv het/hom ratio","missing genotype","no genotypes","partial genotype","md5key"
"/giab/ftp/data/AshkenazimTrio/analysis/CompleteGenomics_newLFR_CGAtools_06122015","69023e63f53abc27369f9c7330a63f6d/vcfBeta-GS000039524-ASM-NA24143_WellCount.vcf","1.34","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","8055180","3475700","73858","241696","213444","48261","197065","66.7% (2834515/4250024)","2.12 (3251877/1531446)","1.74 (2571797/1481162)",,,"0","3805156","0.14 (503401/3549558)",,,,"69023e63f53abc27369f9c7330a63f6d"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017","c1401d877b5b240dac634838ee2ae2d5/HG3_Dovetail_Falcon.l100c500.vcf.gz","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/README","Not Available","Not Available","Not Available","Not Available","0","13924","0","0","6563","4460","2901","0","0","4042","2801","- (1053/0)","1.47 (6563/4460)","0","8691","- (1659/0)",,,,"c1401d877b5b240dac634838ee2ae2d5"
"/giab/ftp/data/ChineseTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_12072020/HG006","bfad7769944d843f35ffd5b26fa827b9/HG006.hs37d5.deepvariant.vcf.gz","0.14","/giab/ftp/data/ChineseTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_12072020/HG006/README.HG006.GRCh38.txt,/giab/ftp/data/ChineseTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_12072020/HG006/README.HG006.hs37d5.txt","Not Available","Not Available","Not Available","Not Available","3606701","4869165","3929285","0","460053","455437","21571",,"1.24 (2173361/1755924)","- (0/0)","1.57 (280760/179293)",,,"2819",,,,,,"bfad7769944d843f35ffd5b26fa827b9"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/loose_comparison","c33e3ab2fe87bd9c952d56d475527323/fp_ins_nonTR.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/README.txt","Not Available","Not Available","Not Available","Not Available","0","88","0","0","74","0","14",,"- (0/0)","- (0/0)","4.69 (61/13)",,,"0",,,,,,"c33e3ab2fe87bd9c952d56d475527323"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","e42f5d4090566c5d77973ad236bad78a/HG2_pseudohap2.1.l100c500.no_ns_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","7629","0","0","1610","5021","998","0","0","270","3828","- (220/0)","0.32 (1610/5021)","0","4876","- (1193/0)",,,,"e42f5d4090566c5d77973ad236bad78a"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509","32ac1443144be6da41735352ecbb20c5/Parliament.HG002.assemblyonly_withID_gt19bp.sort.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/README.txt","Not Available","Not Available","Not Available","Not Available","0","3868","0","0","0","0","0","5","- (0/0)","0.61 (1461/2402)","- (0/0)",,,"3863","0","- (0/0)",,,,"32ac1443144be6da41735352ecbb20c5"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass","3409dc5070c711f060cec6e8571076f0/NHGRI_PBRefine1.0_AJTrio.091316_mod.MtSinai_Falcon_HG003.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","1851","1851",,,,,,,,,,,,,,,,,"3409dc5070c711f060cec6e8571076f0"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass","aef3972d0f3ba0cdfd1846aa3904cb65/HG4_Dovetail_Falcon.l100c500.no_ns_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","8204","0","0","4049","2832","1323","0","0","362","1464","- (581/0)","1.43 (4049/2832)","0","2568","- (1368/0)",,,,"aef3972d0f3ba0cdfd1846aa3904cb65"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/loose_comparison","e8852271b116b597a2651221a5403f7d/tp-base.vcf","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/README.txt","Not Available","Not Available","Not Available","Not Available","0","4661","0","0","1405","3001","255",,"- (0/0)","- (0/0)","0.78 (616/789)",,,"0",,,,,,"e8852271b116b597a2651221a5403f7d"
"/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002Run01-11419412","471de57ffc4ff22ccbd2311409eec7de/HG002run1_S1.CNV.vcf","0.0","/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/README_NIST_Illumina_pairedend_HG002.txt","HG002","SAMN03283347","ASHKENAZI_JEWISH","NA24385","0","381","381",,,,,,,,,,,,,,,,,"471de57ffc4ff22ccbd2311409eec7de"
"/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38","e2471472166f0b97d49289df38183129/NA24694.GRCh38.phased_variants.vcf.gz","1.13","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","1231807","4604986","3806724","0","383775","406549","7938",,"1.25 (2558618/2046368)","1.25 (2118015/1688709)","- (0/0)",,,"0",,,,,,"e2471472166f0b97d49289df38183129"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","32cb11713f114c49beb7fed300728553/hg002.Assemblytics_structural_variants.sorted_decomposed_norm.vcf.gz","0.01","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","29618","29618",,,,,,,,,,,,,,,,,"32cb11713f114c49beb7fed300728553"
"/giab/ftp/data/AshkenazimTrio/analysis/T2T-HG002-XY-v2.7/20220324_v0.005_HG002XYvsGRCh38/preliminary-draft-small-variant-benchmark-files","cfa3df4aa5f1242814922e09d99a6773/GRCh38_T2T-XY-v2.7_dipcall-z2k.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/T2T-HG002-XY-v2.7/20220324_v0.005_HG002XYvsGRCh38/README.md","Not Available","Not Available","Not Available","Not Available","51711","168170","136415","0","15973","15266","69",,"1.07 (138041/129190)","0.05 (8183/159987)","0.04 (5605/130810)",,,"0","447",,,,,"cfa3df4aa5f1242814922e09d99a6773"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","cdf9fba3006c8ee24789d9f3415b91e3/HG002_AJ_tardis.filtered.noINV_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"cdf9fba3006c8ee24789d9f3415b91e3"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/supplementaryFiles","fdd0acbbe57bd611491d70f656602dcc/HG003_GRCh38_CHROM1-22_v4.2_highconf.vcf.gz","0.14","/giab/ftp/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/README_v4.2.txt","Not Available","Not Available","Not Available","Not Available","0","3991008","3423368","0","270179","283530","13900",,"2.09 (3230714/1543394)","1.55 (2428810/1562198)","1.54 (2073703/1349665)",,,"0","31",,,,,"fdd0acbbe57bd611491d70f656602dcc"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass","3bafc0ef8dab0057fecb089d2a59551e/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.lumpy_decomposed_norm.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"3bafc0ef8dab0057fecb089d2a59551e"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass","97932e02ba73ee2b1383c88f640e7afa/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.breakseq_pass_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"97932e02ba73ee2b1383c88f640e7afa"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_ACar_cns_0418.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6","28ac8c8121fdf020ca5a9d78d1e61b9f/tp-base.vcf","0.02","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/README.txt","Not Available","Not Available","Not Available","Not Available","0","7443","0","0","3863","2941","639",,"- (0/0)","- (0/0)","0.79 (1699/2164)",,,"0",,,,,,"28ac8c8121fdf020ca5a9d78d1e61b9f"
"/giab/ftp/data/NA12878/analysis/NIST_union_callsets_06172013","fd848483a82d8502a9c4c2bf48cafb28/NISTIntegratedCalls_14datasets_131103_allcall_UGHapMerge_HetHomVarPASS_VQSRv2.18_all_nouncert_excludesimplerep_excludesegdups_excludedecoy_excludeRepSeqSTRs_noCNVs.vcf.gz","0.3","/giab/ftp/data/NA12878/analysis/NIST_union_callsets_06172013/README.NIST.v2.17.txt,/giab/ftp/data/NA12878/analysis/NIST_union_callsets_06172013/README.NIST.v2.18.txt","Not Available","Not Available","Not Available","Not Available","0","2915731","2741359","0","86204","87161","1005",,"1.37 (1685301/1230428)","1.50 (1646092/1095267)","- (0/0)",,,"2",,,,,,"fd848483a82d8502a9c4c2bf48cafb28"
"/giab/ftp/data/NA12878/10Xgenomics_ChromiumGenome_LongRanger2.1_09302016/NA12878_hg19","647332e7630c6095b642f107e8cf74aa/NA12878_hg19_large_svs.vcf.gz","0.0","/giab/ftp/data/NA12878/10Xgenomics_ChromiumGenome_LongRanger2.1_09302016/README","Not Available","Not Available","Not Available","Not Available","14134","25","0","0","0","0","0","0","- (25/0)","- (0/0)","7.33 (22/3)","- (0/0)","- (0/0)","4","21","6.00 (18/3)",,,,"647332e7630c6095b642f107e8cf74aa"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5","380d3590aeca089e41bb87cf35027c57/HG2_ORod_chr20_0318.l100c500.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/README","Not Available","Not Available","Not Available","Not Available","0","577","0","0","323","159","95","0","0","165","68","- (46/0)","2.03 (323/159)","0","282","- (91/0)",,,,"380d3590aeca089e41bb87cf35027c57"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass","6cd189e53d9fb70f61a705a2f6e0ceea/vcfBeta-GS000037264-ASM_filtered.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","20876","2","84","8877","1869","2150","5536","42.3% (7829/18518)","205","0","- (84/0)","2.91 (6505/2235)","0","2358","- (2/0)",,,,"6cd189e53d9fb70f61a705a2f6e0ceea"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38","1f90e27cc2c6a508790ec11a315c85f4/HG2_10X_PBhap1_1117.l100c500.no_ns.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/README","Not Available","Not Available","Not Available","Not Available","0","10117","0","0","4872","3396","1849","0","0","4863","3391","- (6/0)","1.43 (4872/3396)","0","10097","- (5/0)",,,,"1f90e27cc2c6a508790ec11a315c85f4"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5","b1fce0a8d6f93aac591f3f056fa0b182/HG2_ORod_chr20_0318.l100c500.no_ns.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","570","0","0","323","159","88","0","0","165","68","- (46/0)","2.03 (323/159)","0","275","- (91/0)",,,,"b1fce0a8d6f93aac591f3f056fa0b182"
"/giab/ftp/data/NA12878/analysis/Illumina_PlatinumGenomes_NA12877_NA12878_09162015/hg19/older_releases/IlluminaPlatinumGenomes_v6.0/individual_callsets","354c1cb0e6573dbe38d52e1c8927f002/cortex.vcf.gz","0.02","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","255257","2723554",,"1869442","0","84108","90786",,"41765","37487","0","1.12 (43299/38647)","1.55 (53947/34772)","2862","676356","- (0/0)",,,,"354c1cb0e6573dbe38d52e1c8927f002"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/sequence_comparison","b4a99aef4b6de4c81a7e897e8e184994/tp-base.vcf","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/README.txt","Not Available","Not Available","Not Available","Not Available","0","4567","0","0","1368","2945","254",,"- (0/0)","- (0/0)","0.78 (599/769)",,,"0",,,,,,"b4a99aef4b6de4c81a7e897e8e184994"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass","399e60dfa8479f2044045017982d4c8f/HG003_AJ_tardis.filtered.noINV_withID_gt19bp.sort.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","5235","0","0","0","0","0",,"- (5235/0)","- (0/0)","- (0/0)",,,"5235","0",,,,,"399e60dfa8479f2044045017982d4c8f"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","5708c630dc1d87f9e15ef6c2439f43cc/HG002_bkscan_deletion_v1.0_05051017_Ill_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"5708c630dc1d87f9e15ef6c2439f43cc"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","6795cbd22592a649b0b5d1491cdc75ed/HG002.HySA.build37_withID_gt19bp.sort.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","37167","37167",,,,,,,,,,,,,,,,,"6795cbd22592a649b0b5d1491cdc75ed"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/BoutrosLab-SV_curation_GIABv0.6/delly_GIABv0.6/truvari_delly","cb07760b0ebca51d356c41b55e52c3c8/fn.vcf","0.02","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","8907","0","0","4918","3391","598",,"- (0/0)","- (0/0)","0.92 (2362/2556)",,,"0",,,,,,"cb07760b0ebca51d356c41b55e52c3c8"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05092017","90bfe897c887c658fbdb645750b30cf6/HG2_p_and_a_ctg_Sep2016.l100c500.no_ns.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05092017/README","Not Available","Not Available","Not Available","Not Available","0","8225","0","0","4227","2847","1151","0","0","394","1674","- (363/0)","1.48 (4227/2847)","0","2856","- (1173/0)",,,,"90bfe897c887c658fbdb645750b30cf6"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509","d7ae42f9637f035f85fee38a54c259e6/hg003.Assemblytics_structural_variants.sorted_withID_gt19bp.sort.vcf.gz","0.01","/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/README.txt","Not Available","Not Available","Not Available","Not Available","0","29605","29605",,,,,,,,,,,,,,,,,"d7ae42f9637f035f85fee38a54c259e6"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38","e68cd5ae29b08d659464a169e2cc28cf/HG2_Dove_MHAP_0417.l100c500.no_ns.vcf.gz","0.01","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","12662","0","0","5854","4562","2246","0","0","5346","4147","- (311/0)","1.28 (5854/4562)","0","11428","- (415/0)",,,,"e68cd5ae29b08d659464a169e2cc28cf"
"/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05092017","bcc65a975f7f8530d0a0eef660e3b508/HG2_DISCOVAR250bp.min500.l100c500.no_ns.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05092017/README","Not Available","Not Available","Not Available","Not Available","0","938","0","0","345","473","120","0","0","170","423","- (7/0)","0.73 (345/473)","0","706","- (50/0)",,,,"bcc65a975f7f8530d0a0eef660e3b508"
"/giab/ftp/data/ChineseTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_12072020/HG006","0bb511646b694afa13c32e775f4461de/HG006.GRCh38.deepvariant.vcf.gz","0.15","/giab/ftp/data/ChineseTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_12072020/HG006/README.HG006.GRCh38.txt,/giab/ftp/data/ChineseTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_12072020/HG006/README.HG006.hs37d5.txt","Not Available","Not Available","Not Available","Not Available","3936291","4948269","4001199","0","463615","458963","21642",,"1.22 (2200382/1800817)","- (0/0)","1.56 (282796/180819)",,,"2850",,,,,,"0bb511646b694afa13c32e775f4461de"
"/giab/ftp/data/NA12878/analysis/Illumina_PlatinumGenomes_NA12877_NA12878_09162015/hg38/2.0.1/NA12878","d3577460bddb290b5d2a21b891ccf941/NA12878.vcf.gz","0.04","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","222348","4275790","3659109","0","305247","300551","7652",,"2.06 (3429645/1667079)","1.59 (2625584/1646975)","1.55 (2222671/1436438)",,,"0","3231",,,,,"d3577460bddb290b5d2a21b891ccf941"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG004_pass","13e6e711c1454e7c0d2e43b248c5aec9/HG004_NIST_150bp_50x_fermikit.raw_min20bp.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","32967","141","62","15581","14316","2867",,"- (141/0)","- (62/0)","3.53 (12138/3443)",,,"0",,,,,,"13e6e711c1454e7c0d2e43b248c5aec9"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass","0bd71d2b0f2282d1bda7a5aa44c95c5e/HG4_Dovetail_DISCOVAR.l100c500.no_ns_refalt_head.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","9116","0","0","5131","3251","734","0","0","1107","2393","- (61/0)","1.58 (5131/3251)","0","4173","- (858/0)",,,,"0bd71d2b0f2282d1bda7a5aa44c95c5e"
"/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/HG003_250bp_All_good-29988042","fc666f7cd9ea06eef64fed6a23a1acee/HG003-250bp-All-good_S1.SV.vcf","0.0","/giab/ftp/data/AshkenazimTrio/HG003_NA24149_father/NIST_Illumina_2x250bps/README_NIST_Illumina_pairedend_2x250_HG003.txt","HG003","SAMN03283345","ASHKENAZI_JEWISH","NA24149","1940","5657","0","1","946","2971","1004","0","- (0/0)","2.74 (4145/1512)","- (0/0)","4921.00 (4921/1)",,"22","713","0.32 (946/2971)",,,,"fc666f7cd9ea06eef64fed6a23a1acee"
"/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385_300G","ac5a95367e2fffb282816e132c8989c9/NA24385.GRCh38.large_svs.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","15342","219","0","0","0","0","0","0","- (33/0)","- (0/0)","218.00 (218/1)","- (0/0)","- (0/0)","12","207","206.00 (206/1)",,,,"ac5a95367e2fffb282816e132c8989c9"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass","8b0dc277a4819f33ca98f4c77261dfb1/HG003_Bina_MetaSV_10142016.vcf.gz","0.02","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","65751","7216","0","226","1769","4000","0",,"2.41 (5097/2119)","- (0/0)","16.38 (213/13)",,,"1221","0",,,,,"8b0dc277a4819f33ca98f4c77261dfb1"
"/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24385_300G","82eaf96b075116441f25e6231c7311d6/NA24385.GRCh37.large_svs.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","15322","28","0","0","0","0","0",,"- (0/0)","- (28/0)","- (0/0)",,,"28","0","- (0/0)",,,,"82eaf96b075116441f25e6231c7311d6"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass","858e38cfc2bd4810e27d652afdf9348b/HG004_NIST_150bp_50x_fermikit.sv_withID_gt19bp.sort.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","398","3938","3938",,,,,,,,,,,,,,,,,"858e38cfc2bd4810e27d652afdf9348b"
"/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38","fa1c69caf85d784735bdde1ca3a42324/NA24694.GRCh38.phased_variants.reformatted.vcf.gz","0.28","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","600080","798470","208","0","383775","406549","7938",,"1.23 (440616/357854)","0.07 (13/195)","- (0/0)",,,"0",,,,,,"fa1c69caf85d784735bdde1ca3a42324"
"/giab/ftp/data/NA12878/analysis/GIAB_integration","06fe8c8f702171f19a1658e6650a9af4/NIST_RTG_PlatGen_merged_highconfidence_v0.2.primitives.vcf.gz","0.38","/giab/ftp/data/NA12878/analysis/GIAB_integration/README.GIAB.v0.2.txt","Not Available","Not Available","Not Available","Not Available","0","3392227","686756","2943080","0","211431","217505","222","63.7% (2160932/3392227)","2.10 (2752470/1312304)","1.67 (2119491/1272736)",,,"20211","0","0.15 (449147/2943080)",,,,"06fe8c8f702171f19a1658e6650a9af4"
"/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37","a6d520f12d7827d6066f5399325eeadb/NA24694.phased_variants.reformatted.vcf.gz","0.16","/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/README,/giab/ftp/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/README.txt","Not Available","Not Available","Not Available","Not Available","344337","402557","200","0","381841","12620","7896",,"1.15 (215031/187526)","0.06 (11/189)","- (0/0)",,,"0",,,,,,"a6d520f12d7827d6066f5399325eeadb"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","b425f6cc986e8ce9dba2d1bc493d1eaf/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.lumpy_decomposed_norm.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","0",,,,,,,,,,,,,,,,,,"b425f6cc986e8ce9dba2d1bc493d1eaf"
"/giab/ftp/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh38","f70e7f78c02ed2898a571c973e3b61fd/gatk4hc_HG002_15kb_37X_SequelII.vcf.gz","0.22","/giab/ftp/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh38/README.txt","Not Available","Not Available","Not Available","Not Available","271017","4675485","3880754","0","382402","385347","11598",,"1.68 (2930371/1745058)","1.64 (2408836/1471918)","- (0/0)",,,"56","15328",,,,,"f70e7f78c02ed2898a571c973e3b61fd"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass","cea645c87db6ed50c20be8fca2a4520b/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.breakseq_withID_gt19bp.sort.vcf.gz","0.0","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","228","2130","0","0","0","0","0",,"6.86 (1859/271)","- (0/0)","- (0/0)",,,"2130","0",,,,,"cea645c87db6ed50c20be8fca2a4520b"
"/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37","201fa420f802e16130113314d215f49c/NA24149_LongRanger_large_svs.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GIAB_README.txt","Not Available","Not Available","Not Available","Not Available","6169","37","0","0","0","0","0","0","- (20/0)","- (0/0)","17.50 (35/2)","- (0/0)","- (0/0)","4","33","15.50 (31/2)",,,,"201fa420f802e16130113314d215f49c"
"/giab/ftp/data/AshkenazimTrio/analysis/PacBio_pbsv_05212019","535ac232c3e96eb77dee9a24553171f3/HG002_GRCh38.pbsv.vcf.gz","0.0","/giab/ftp/data/AshkenazimTrio/analysis/PacBio_pbsv_05212019/README.txt","Not Available","Not Available","Not Available","Not Available","165","52059","0","0","28914","23097","0","3","- (0/0)","1.68 (32639/19417)","- (0/0)",,,"45","0","- (52011/0)",,,,"535ac232c3e96eb77dee9a24553171f3"
"/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002Run02-11611685","1835e26d3aab7b2a5c5c2de8360458d2/HG002-Run2_S1.genome.vcf.gz","0.85","/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/README_NIST_Illumina_pairedend_HG002.txt","HG002","SAMN03283347","ASHKENAZI_JEWISH","NA24385","5966773","40303807","3351947","0","374275","388200","18463","156","0","0","0","- (18463/0)","0.96 (374275/388200)","36170922","156","1.49 (232288/155912)",,,,"1835e26d3aab7b2a5c5c2de8360458d2"
"/giab/ftp/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/awenger-pbsv-9239a5c-vs-GIABv0.6","35a562de862943f0779af071e90ff9cd/tp-call.vcf","0.01","Not available in parent or current directory","Not Available","Not Available","Not Available","Not Available","0","8668","0","0","4695","3973","0",,"- (0/0)","- (0/0)","2.26 (3256/1439)",,,"0",,,,,,"35a562de862943f0779af071e90ff9cd"
